COUNTY_ID,DIST_ID,COUNTY_NAME,DISTRICT_NAME,2010_11_TOTAL,2011_12_TOTAL,2012_13_TOTAL,2013_14_TOTAL,2014_15_TOTAL,2015_16_TOTAL,DIFFERENCE
37,2240,SUSSEX,HOPATCONG,2113,2020,1901.5,1750,1669,1588,-525
25,5420,MONMOUTH,WALL TWP,4098.5,3876.5,3785.5,3705,3622.5,3599,-499.5
27,4330,MORRIS,RANDOLPH TWP,5283.5,5179.5,5060.5,4918,4819,4788,-495.5
27,4560,MORRIS,ROXBURY TWP,4156.5,4008.5,3889.5,3730,3696.5,3669,-487.5
23,3845,MIDDLESEX,OLD BRIDGE TWP,9402.5,9193.5,9103.5,8894.5,8975,8919,-483.5
13,2330,ESSEX,IRVINGTON TOWNSHIP,7168,7046,6502,6684,6888,6688,-480
19,1510,HUNTERDON,FLEMINGTON-RARITAN REG,3625,3543,3504,3388,3339,3151,-474
1,1310,ATLANTIC,EGG HARBOR TWP,7863.5,7784.5,7711.5,7646.5,7566,7394,-469.5
11,3230,CUMBERLAND,MILLVILLE CITY,6104,5963.5,5881.5,5802.5,5712.5,5645.5,-458.5
27,3340,MORRIS,MONTVILLE TWP,4231,4127.5,4022.5,3974.5,3862.5,3773.5,-457.5
35,555,SOMERSET,BRIDGEWATER-RARITAN REG,8909,8747.5,8646,8553.5,8529,8452.5,-456.5
27,5520,MORRIS,WASHINGTON TWP,2648,2551,2470,2333,2272,2206,-442
7,4060,CAMDEN,PENNSAUKEN TWP,5489,5402,5237,5121,4923,5055,-434
23,1170,MIDDLESEX,EAST BRUNSWICK TWP,8517.5,8308,8218.5,8245,8147.5,8083.5,-434
31,5650,PASSAIC,WEST MILFORD TWP,3924,3782,3692,3655,3600,3491,-433
7,390,CAMDEN,BLACK HORSE PIKE REGIONAL,4130,4050,3998,3887,3786,3708,-422
7,5820,CAMDEN,WINSLOW TWP,5304,4931,4661,4931,4867,4884,-420
35,5470,SOMERSET,WARREN TWP,2189,2095,2015,1904,1839,1779,-410
3,2900,BERGEN,MAHWAH TWP,3366.5,3258.5,3221.5,3164,3052.5,2979.5,-387
5,3360,BURLINGTON,MOORESTOWN TWP,4258,4068,3998,3959,3924,3881,-377
37,5100,SUSSEX,SUSSEX-WANTAGE REGIONAL,1459,1362,1310,1224,1147,1086,-373
35,510,SOMERSET,BRANCHBURG TWP,1830,1707,1693,1636,1564,1469,-361
19,4350,HUNTERDON,READINGTON TWP,2027,1951,1848,1775,1744,1674,-353
29,2940,OCEAN,MANCHESTER TWP,3304,3149.5,3077,3030.5,2979.5,2967.5,-336.5
23,4860,MIDDLESEX,SOUTH BRUNSWICK TWP,9043,8997,8869,8804,8635.5,8710.5,-332.5
25,3200,MONMOUTH,MILLSTONE TWP,1528,1142,1349,1275,1188,1199,-329
35,3320,SOMERSET,MONTGOMERY TWP,5091,5043.5,4881.5,4786.5,4751,4763,-328
5,3080,BURLINGTON,MEDFORD TWP,3045,3019,2926,2803,2731,2718,-327
25,3810,MONMOUTH,OCEAN TWP,3985.5,3885,3797,3767.5,3723,3660,-325.5
27,3450,MORRIS,MOUNT OLIVE TWP,4876,4721.5,4586,4628,4670.5,4568,-308
29,4190,OCEAN,PLUMSTED TWP,1740.5,1555,1612,1468,1492.5,1444.5,-296
3,5150,BERGEN,TEANECK TWP,3938,3838.5,3729.5,3702,3614,3646.5,-291.5
39,5290,UNION,UNION TWP,7540,7441.5,7496.5,7466.5,7475.5,7256.5,-283.5
5,2850,BURLINGTON,LUMBERTON TWP,1658,1624,1532,1502,1470,1376,-282
19,920,HUNTERDON,CLINTON TWP,1668,1602,1595,1550,1451,1387,-281
29,4210,OCEAN,POINT PLEASANT BORO,3020,2943.5,2919.5,2878,2787,2741,-279
25,2920,MONMOUTH,MANALAPAN-ENGLISHTOWN REG,5276,5161,5107,5025,5082,5000,-276
27,3950,MORRIS,PARSIPPANY-TROY HILLS TWP,7287.5,7243,7147,7023.5,6925,7012.5,-275
5,1420,BURLINGTON,EVESHAM TWP,4723,4726,4667,4595,4548,4453,-270
25,945,MONMOUTH,COLTS NECK TWP,1218,1182,1097,998,952,955,-263
29,2690,OCEAN,LITTLE EGG HARBOR TWP,1833,1781,1762,1651,1608,1572,-261
25,2230,MONMOUTH,HOLMDEL TWP,3215,3118,3084.5,3076.5,2998,2965,-250
3,1580,BERGEN,FRANKLIN LAKES BORO,1421,1395,1266,1276,1224,1173,-248
25,2105,MONMOUTH,HAZLET TWP,3269,3174.5,3169,3113.5,3038,3021.5,-247.5
9,2820,CAPE MAY,LOWER CAPE MAY REGIONAL,1619.5,1540.5,1476,1397,1427,1373,-246.5
9,3130,CAPE MAY,MIDDLE TWP,2752.5,2670,2649.5,2541.5,2490.5,2506,-246.5
3,5920,BERGEN,WYCKOFF TWP,2316,2257,2226,2143,2099,2073,-243
3,4310,BERGEN,RAMSEY BORO,3074.5,3017,2907,2934,2855,2832,-242.5
1,2910,ATLANTIC,MAINLAND REGIONAL,1550,1473,1401.5,1418,1355.5,1316,-234
1,5350,ATLANTIC,VENTNOR CITY,983,905,872,818,778,753,-230
31,2510,PASSAIC,LAKELAND REGIONAL,1183,1098.5,1075.5,1007,953.5,953,-230
27,2460,MORRIS,KINNELON BORO,2179,2126,2085,2075.5,1994.5,1951.5,-227.5
7,800,CAMDEN,CHERRY HILL TWP,11359,11248,11516,11266,11234,11134,-225
29,4105,OCEAN,PINELANDS REGIONAL,1776.5,1707,1622,1618,1580.5,1553,-223.5
27,1090,MORRIS,DENVILLE TWP,1853,1817,1744,1722,1672,1630,-223
21,2280,MERCER,HOPEWELL VALLEY REGIONAL,3869,3797,3722.5,3694,3625.5,3648.5,-220.5
7,5400,CAMDEN,VOORHEES TWP,3179,3173,3064,2994,2992,2960,-219
27,820,MORRIS,CHESTER TWP,1351,1305,1240,1194,1162,1132,-219
25,3510,MONMOUTH,NEPTUNE TWP,4462.5,4307.5,4413.5,4428.5,4352.5,4249,-213.5
3,2180,BERGEN,HILLSDALE BORO,1398,1398,1332,1300,1250,1186,-212
3,3930,BERGEN,PARAMUS BORO,4094,4040.5,3948,3926,3917,3882.5,-211.5
3,3760,BERGEN,OAKLAND BORO,1686,1707,1620,1598,1551,1475,-211
3,1130,BERGEN,DUMONT BORO,2742,2684.5,2650,2601,2568.5,2532,-210
35,2170,SOMERSET,HILLSBOROUGH TWP,7388.5,7293.5,7195,7173.5,7228.5,7189,-199.5
25,2400,MONMOUTH,KEANSBURG BORO,1706.5,1613,1671.5,1543,1477.5,1512,-194.5
3,4430,BERGEN,RIVER VALE TWP,1376,1331,1291,1264,1223,1183,-193
3,3710,BERGEN,NORTHERN VALLEY REGIONAL,2685.5,3243.5,2557,2546,2531,2497.5,-188
41,1785,WARREN,GREAT MEADOWS REGIONAL,906,873,849,812,760,718,-188
21,5715,MERCER,W WINDSOR-PLAINSBORO REG,9787,9804,9754.5,9707.5,9626,9607.5,-179.5
23,4910,MIDDLESEX,SOUTH PLAINFIELD BORO,3704,3638,3565,3466.5,3538,3527.5,-176.5
15,2990,GLOUCESTER,MANTUA TWP,1419,1368,1327,1310,1290,1246,-173
17,2390,HUDSON,JERSEY CITY,27658,27397,27028,27571,27810,27488,-170
21,1430,MERCER,EWING TWP,3718,3694.5,3656.5,3608.5,3597,3548,-170
41,3675,WARREN,NORTH WARREN REGIONAL,1057,998,993,963,911,890,-167
17,3610,HUDSON,NORTH BERGEN TWP,8032,8114,8075,8051,8051,7866,-166
5,600,BURLINGTON,BURLINGTON CITY,1880,1789,1781,1735,1702,1717,-163
19,370,HUNTERDON,BETHLEHEM TWP,543,483,457,449,400,383,-160
27,4080,MORRIS,PEQUANNOCK TWP,2321,2253,2236.5,2252.5,2224,2162.5,-158.5
29,5020,OCEAN,STAFFORD TWP,2352,2300,2224,2255,2234,2196,-156
19,1050,HUNTERDON,DELAWARE VALLEY REGIONAL,993,680.5,928,911,859,838,-155
29,4950,OCEAN,SOUTHERN REGIONAL,3031,3037.5,2984,2995.5,2938,2876.5,-154.5
5,4050,BURLINGTON,PEMBERTON TWP,4821,4880,4994,5035,5048,4667,-154
33,4075,SALEM,PENNSVILLE,1865,1846.5,1817,1749,1719.5,1712,-153
37,640,SUSSEX,BYRAM TWP,1027,1024,960,884,896,874,-153
39,310,UNION,BERKELEY HEIGHTS TWP,2818,2785,2732.5,2693,2665,2666.5,-151.5
29,4220,OCEAN,POINT PLEASANT BEACH BORO,909,865,826.5,819.5,818,758,-151
27,1190,MORRIS,EAST HANOVER TWP,1120,1099,1060,1015,995,970,-150
37,2165,SUSSEX,HIGH POINT REGIONAL,1127.5,1082.5,1004.5,995,998.5,979,-148.5
27,3100,MORRIS,MENDHAM TWP,856,792,786,733,707,708,-148
3,5330,BERGEN,UPPER SADDLE RIVER BORO,1376,1341,1339,1305,1248,1229,-147
5,4740,BURLINGTON,SHAMONG TWP,917,900,897,834,798,771,-146
41,1840,WARREN,GREENWICH TWP,897,870,855,829,808,751,-146
19,5180,HUNTERDON,TEWKSBURY TWP,744,707,695,684,656,599,-145
5,620,BURLINGTON,BURLINGTON TWP,4069,4097,4035,4042,3987,3926,-143
1,3720,ATLANTIC,NORTHFIELD CITY,1050,1042,1012,980,927,908,-142
41,5530,WARREN,WASHINGTON TWP,618,586,571,541,517,477,-141
27,5660,MORRIS,WEST MORRIS REGIONAL,2740.5,2743,2773,2745,2671.5,2603.5,-137
1,570,ATLANTIC,BRIGANTINE CITY,796,768,757,718,687,660,-136
15,4940,GLOUCESTER,DELSEA REGIONAL H.S DIST.,1750,1707,1763.5,1773,1700,1614,-136
15,5620,GLOUCESTER,WEST DEPTFORD TWP,3096,3039,3004,2971,3009.5,2960.5,-135.5
37,90,SUSSEX,ANDOVER REG,641,605,566,591,559,507,-134
1,1940,ATLANTIC,HAMILTON TWP,3206,3156,3075,3186,3102,3076,-130
1,1690,ATLANTIC,GALLOWAY TWP,3415,3410,3396,3336,3275,3286,-129
41,400,WARREN,BLAIRSTOWN TWP,630,599,554,529,544,506,-124
3,3850,BERGEN,OLD TAPPAN BORO,826,770,751,753,738,704,-122
25,560,MONMOUTH,BRIELLE BORO,672,589,599,566,560,551,-121
23,4920,MIDDLESEX,SOUTH RIVER BORO,2332,2304.5,2336.5,2323.5,2276.5,2212.5,-119.5
35,490,SOMERSET,BOUND BROOK BORO,1538,1533,1605,1713.5,1804.5,1418.5,-119.5
3,3550,BERGEN,NEW MILFORD BORO,2110,2049,2050.5,2006.5,1983.5,1991,-119
19,1160,HUNTERDON,EAST AMWELL TWP,483,450,425,407,390,364,-119
27,3090,MORRIS,MENDHAM BORO,684,672,640,610,597,566,-118
5,5130,BURLINGTON,TABERNACLE TWP,863,826,788,762,776,747,-116
27,4490,MORRIS,ROCKAWAY TWP,2515,2500,2426,2379,2359,2399,-116
31,2100,PASSAIC,HAWTHORNE BORO,2439,2168,2323,2333,2279,2323,-116
1,3020,ATLANTIC,MARGATE CITY,514,492,473,456,424,399,-115
25,2930,MONMOUTH,MANASQUAN BORO,1690.5,1648,1600.5,1626.5,1607.5,1575.5,-115
25,5230,MONMOUTH,UNION BEACH,737,732,730,654,630,624,-113
41,280,WARREN,BELVIDERE TOWN,860,803,772,738,763,747,-113
27,4000,MORRIS,LONG HILL TWP,933,924,860,846,830,821,-112
39,4540,UNION,ROSELLE BORO,2803,2692,2652,2664,2722,2691,-112
25,2120,MONMOUTH,HENRY HUDSON REGIONAL,403,360,356.5,314.5,307.5,294.5,-108.5
15,870,GLOUCESTER,CLEARVIEW REGIONAL,2524,2503,2466,2490,2456,2417.5,-106.5
15,1730,GLOUCESTER,GLASSBORO,2239,1730,2209.5,2183,2126,2134,-105
19,2600,HUNTERDON,LEBANON TWP,764,747,716,709,683,659,-105
19,20,HUNTERDON,ALEXANDRIA TWP,588,523,477,500,486,485,-103
37,1630,SUSSEX,FREDON TWP,335,326,323,276,250,232,-103
5,4930,BURLINGTON,SOUTHAMPTON TWP,800,780,768,729,726,699,-101
37,5435,SUSSEX,WALLKILL VALLEY REGIONAL,773,707.5,691.5,668,654.5,673,-100
3,3330,BERGEN,MONTVALE BORO,1098,1080,1069,1041,1056,1000,-98
19,2220,HUNTERDON,HOLLAND TWP,654,646,617,600,585,556,-98
37,1980,SUSSEX,HAMPTON TWP,388,391,346,332,317,291,-97
5,1250,BURLINGTON,EASTAMPTON TWP,686,640,631,612,593,591,-95
9,2840,CAPE MAY,LOWER TWP,1826,1826,1806,1821,1807,1732,-94
23,970,MIDDLESEX,CRANBURY TWP,586,567,543,546,513,492,-94
27,3370,MORRIS,MORRIS HILLS REGIONAL,2870.5,2777.5,2769.5,2724,2762.5,2776.5,-94
33,5910,SALEM,WOODSTOWN-PILESGROVE REG,1602.5,1628.5,1597,1435,1519.5,1510.5,-92
23,4830,MIDDLESEX,SOUTH AMBOY CITY,1157,1150.5,1140,1102.5,1080.5,1067,-90
5,1910,BURLINGTON,HAINESPORT TWP,702,693,695,669,652,613,-89
5,2960,BURLINGTON,MANSFIELD TWP,712,743,700,714,658,623,-89
37,5030,SUSSEX,STANHOPE BORO,399,354,356,364,318,311,-88
37,2465,SUSSEX,KITTATINNY REGIONAL,1144.5,1139.5,1097.5,1116,1074,1057,-87.5
41,5780,WARREN,WHITE TWP,371,349,333,339,315,286,-85
5,3440,BURLINGTON,MOUNT LAUREL TWP,4290,4201,4125,4170,4215,4206,-84
3,2740,BERGEN,LODI BOROUGH,3281,3326,3306.5,3316.5,3244,3198.5,-82.5
15,4140,GLOUCESTER,PITMAN BORO,1499.5,1512,1458,1449,1243,1418,-81.5
27,4480,MORRIS,ROCKAWAY BORO,664,654,662,625,578,583,-81
35,1810,SOMERSET,GREEN BROOK TWP,990,964,927,927,897,909,-81
37,3300,SUSSEX,MONTAGUE TWP,296,303,264,250,218,215,-81
33,4630,SALEM,SALEM CITY,1253,1227,1203.5,1208.5,1175.5,1172.5,-80.5
25,3270,MONMOUTH,MONMOUTH REGIONAL,1058,949,996,958,950.5,978.5,-79.5
9,1080,CAPE MAY,DENNIS TWP,620,608,592,582,527,541,-79
41,2470,WARREN,KNOWLTON TWP,279,269,244,241,220,201,-78
39,4290,UNION,RAHWAY CITY,3823,3827,3685.5,3726.5,3744.5,3748,-75
39,3470,UNION,MOUNTAINSIDE BORO,806,809,777,774,735,732,-74
25,2430,MONMOUTH,KEYPORT BORO,1146,959,1081.5,1077,1079.5,1072.5,-73.5
3,3940,BERGEN,PARK RIDGE BORO,1285.5,1247.5,1292,1285.5,1271,1212.5,-73
7,1255,CAMDEN,EASTERN CAMDEN COUNTY REG,2111,2075,2080,2049,2014,2038,-73
29,2500,OCEAN,LAKEHURST BORO,436,420,425,403,384,363,-73
17,4730,HUDSON,SECAUCUS TOWN,2191,2156,2199,2181,2188,2119,-72
35,240,SOMERSET,BEDMINSTER TWP,590,582,586,500,544,518,-72
3,4300,BERGEN,RAMAPO-INDIAN HILL REG,2346,2270.5,2310,2308,2313,2275,-71
23,750,MIDDLESEX,CARTERET BORO,3782,3626,3805,3751,3717,3712,-70
19,2450,HUNTERDON,KINGWOOD TWP,,413,409,368,358,343,-70
3,5880,BERGEN,WOODCLIFF LAKE BORO,835,803,665,766,765,766,-69
25,4760,MONMOUTH,SHORE REGIONAL,677,634.5,646,629,615,608.5,-68.5
1,2680,ATLANTIC,LINWOOD CITY,899,890,885,863,860,832,-67
5,5010,BURLINGTON,SPRINGFIELD TWP,288,287,264,247,230,222,-66
27,460,MORRIS,BOONTON TWP,518,487,483,472,453,452,-66
27,1530,MORRIS,FLORHAM PARK BORO,1025,1009,1010,999,989,960,-65
19,5270,HUNTERDON,UNION TWP,513,497,469,497,475,449,-64
11,997,CUMBERLAND,CUMBERLAND REGIONAL,1318,1300.5,1252,1271.5,1296.5,1254.5,-63.5
3,3730,BERGEN,NORTHVALE BORO,586,567,531,474,509,523,-63
15,5590,GLOUCESTER,WENONAH BORO,255,246,247,227,208,192,-63
7,4110,CAMDEN,PINE HILL BORO,1928,1896,1874,1908,1937,1866,-62
41,2790,WARREN,LOPATCONG TWP,915,876,870,850,831,853,-62
39,850,UNION,CLARK TWP,2343,2287.5,2281,2318,2313,2281.5,-61.5
7,880,CAMDEN,CLEMENTON BORO,496,463,467,457,434,435,-61
41,1620,WARREN,FRANKLIN TWP,293,292,270,253,230,232,-61
31,4400,PASSAIC,RINGWOOD BORO,1259,941,1238,1218,1220,1199,-60
3,2050,BERGEN,HARRINGTON PARK BORO,692,693,634,639,637,633,-59
25,4980,MONMOUTH,SPRING LAKE BORO,268,269,261,244,213,209,-59
33,5320,SALEM,UPPER PITTSGROVE TWP,405,410,395,370,360,347,-58
37,1560,SUSSEX,FRANKFORD TWP,583,565,540,536,547,525,-58
11,950,CUMBERLAND,COMMERCIAL TWP,641,633,607,588,557,584,-57
19,1040,HUNTERDON,DELAWARE TWP,459,431,410,409,379,402,-57
41,5465,WARREN,WARREN HILLS REGIONAL,1939,1894,1862,1873,1886,1882,-57
25,5185,MONMOUTH,TINTON FALLS,1565,1553,1532,1514,1507,1509,-56
35,4815,SOMERSET,SOMERSET HILLS REGIONAL,2068,2025.5,2017,2010,2036.5,2012,-56
29,185,OCEAN,BARNEGAT TWP,3203.5,3179.5,3188,3173.5,3179.5,3148,-55.5
7,5560,CAMDEN,WATERFORD TWP,890,875,908,898,878,835,-55
9,3680,CAPE MAY,NORTH WILDWOOD CITY,326,323,318,322,304,271,-55
11,1020,CUMBERLAND,DEERFIELD TWP,380,356,355,340,340,325,-55
15,1330,GLOUCESTER,ELK TWP,388,394,371,359,351,334,-54
1,4800,ATLANTIC,SOMERS POINT CITY,1050,1098,1085,1068,1016,997,-53
25,3250,MONMOUTH,MONMOUTH BEACH BORO,304,312,299,285,266,251,-53
3,4390,BERGEN,RIDGEWOOD VILLAGE,5692,5701.5,5758,5721.5,5673.5,5639.5,-52.5
19,910,HUNTERDON,CLINTON TOWN,507,496,481,479,482,455,-52
31,2700,PASSAIC,LITTLE FALLS TWP,926,916,795,916,880,874,-52
41,2250,WARREN,HOPE TWP,208,195,190,180,170,156,-52
7,5035,CAMDEN,STERLING HIGH SCHOOL DIST,980,961,906,897,961,929,-51
13,1465,ESSEX,FAIRFIELD TWP,696,689,692,644,623,645,-51
33,60,SALEM,ALLOWAY TWP,434,418,406,385,374,383,-51
3,4620,BERGEN,SADDLE RIVER BORO,228,228,206,201,187,178,-50
27,2000,MORRIS,HANOVER TWP,1509,1493,1472,1485,1463,1459,-50
37,5040,SUSSEX,STILLWATER TWP,373,366,352,337,348,323,-50
39,3395,UNION,MORRIS-UNION JOINTURE COM,321,269,296,265,257,271,-50
9,715,CAPE MAY,CAPE MAY CO SPECIAL SERV,276.5,267,255.5,250.5,255.5,229,-47.5
39,2660,UNION,LINDEN CITY,6017,5951.5,5960,6006,6027.5,5969.5,-47.5
35,3670,SOMERSET,NORTH PLAINFIELD BORO,3248.5,3152,3245.5,3262.5,3289.5,3202,-46.5
41,4200,WARREN,POHATCONG TWP,349,356,349,339,321,304,-45
3,40,BERGEN,ALLENDALE BORO,948,883,903,898,901,904,-44
7,5900,CAMDEN,WOODLYNNE BORO,421,439,435,368,382,377,-44
31,900,PASSAIC,CLIFTON CITY,10909,10992,10949,10853,10840,10865,-44
31,5690,PASSAIC,WOODLAND PARK,1112,1087,1125,1107,1096,1068,-44
41,2040,WARREN,HARMONY TWP,295.5,283,271,262,252,252,-43.5
1,5760,ATLANTIC,WEYMOUTH TWP,212,213,199,192,181,169,-43
15,4020,GLOUCESTER,PAULSBORO BORO,1207,1219,1174,1171,1156,1164,-43
23,3140,MIDDLESEX,MIDDLESEX BORO,2100.5,2144,2140.5,2121,2080.5,2057.5,-43
27,3410,MORRIS,MOUNT ARLINGTON BORO,376,373,360,335,345,333,-43
23,4970,MIDDLESEX,SPOTSWOOD BORO,1812,1780,1797,1780,1766,1770,-42
3,2200,BERGEN,HO HO KUS BORO,659,650,645,660,640,618,-41
33,2800,SALEM,LOWER ALLOWAYS CREEK,202,193,203,193,178,161,-41
37,1570,SUSSEX,FRANKLIN BORO,515,500,490,456,458,474,-41
41,70,WARREN,ALPHA BORO,249.5,273,257,242,224,209,-40.5
3,3740,BERGEN,NORWOOD BORO,619,612,588,589,586,579,-40
15,2070,GLOUCESTER,HARRISON TWP,1496,1481,1437,1477,1484,1456,-40
27,3364,MORRIS,EDUC SERV COMM MORRIS CO,102,66,55,53,67,62,-40
35,4820,SOMERSET,SOMERVILLE BORO,2432,2228,2482.5,2432,2397,2392.5,-39.5
7,700,CAMDEN,CAMDEN COUNTY VOCATIONAL,2124,2142,2158,2201,2118,2085,-39
7,1880,CAMDEN,HADDON HEIGHTS BORO,1336,1334,1326,1247,1287,1297,-39
19,670,HUNTERDON,CALIFON BORO,147,139,143,110,109,108,-39
7,3770,CAMDEN,OAKLYN BORO,421,469,439,411,382,383,-38
27,3460,MORRIS,MOUNTAIN LAKES BORO,1561,1570.5,1583,1539,1532.5,1523,-38
3,1360,BERGEN,EMERSON BORO,1211,1190,1205,1199,1204,1174,-37
13,1400,ESSEX,ESSEX FELLS BORO,242,204,183,205,209,205,-37
25,3830,MONMOUTH,OCEANPORT BORO,651,649,630,616,628,614,-37
7,1890,CAMDEN,HADDON TWP,2108,2103,2094,2056,2117,2073,-35
3,3870,BERGEN,ORADELL BORO,790,780,757,769,732,756,-34
7,3420,CAMDEN,MOUNT EPHRAIM BORO,470,443,453,432,425,437,-33
15,5860,GLOUCESTER,WOODBURY CITY,1547,1508,1503,1506,1536,1514,-33
3,745,BERGEN,CARLSTADT-EAST RUTHERFORD,493,495.5,497.5,492,488.5,460.5,-32.5
19,3660,HUNTERDON,N HUNT/VOORHEES REGIONAL,2745,2826.5,2829.5,2770,2650,2712.5,-32.5
3,5410,BERGEN,WALDWICK BORO,1589.5,1590,1611,1592,1582.5,1557.5,-32
31,420,PASSAIC,BLOOMINGDALE BORO,622,613,617,604,596,590,-32
13,5680,ESSEX,WEST ORANGE TOWN,6713,6790.5,6835,6868,6727,6681.5,-31.5
80,6232,CHARTERS,Environment Community CS,215,212,215,227,221,184,-31
3,440,BERGEN,BOGOTA BORO,1159,1142.5,1124,1096.5,1088.5,1128.5,-30.5
33,4070,SALEM,PENNS GRV-CARNEY'S PT REG,2207,2311.5,2281.5,2346,2270.5,2176.5,-30.5
3,740,BERGEN,CARLSTADT BORO,591,574,596,594,570,561,-30
5,1520,BURLINGTON,FLORENCE TWP,1608,1593,1593,1609,1598,1578,-30
25,3040,MONMOUTH,MATAWAN-ABERDEEN REGIONAL,3824,3819.5,3767.5,3790,3841.5,3794,-30
37,1800,SUSSEX,GREEN TWP,491,475,485,480,470,461,-30
37,3840,SUSSEX,OGDENSBURG BORO,283,299,306,289,264,253,-30
39,1710,UNION,GARWOOD BORO,394,409,389,383,372,364,-30
9,5800,CAPE MAY,WILDWOOD CREST BORO,283,261,246,242,254,254,-29
25,3500,MONMOUTH,NEPTUNE CITY,392,391,403,396,379,363,-29
19,1680,HUNTERDON,FRENCHTOWN BORO,168,163,144,139,143,140,-28
11,2270,CUMBERLAND,HOPEWELL TWP,520,510,516,512,496,493,-27
29,3820,OCEAN,OCEAN TWP,540,535,542,512,544,513,-27
31,4230,PASSAIC,POMPTON LAKES BORO,1691,1663,1697,1684,1701.5,1664,-27
15,1100,GLOUCESTER,DEPTFORD TWP,4374,4358.5,4346,4362,4320.5,4347.5,-26.5
9,170,CAPE MAY,AVALON BORO,75,66,61,58,50,49,-26
29,2550,OCEAN,LAVALLETTE BORO,168,167,162,137,138,143,-25
5,5490,BURLINGTON,WASHINGTON TWP,61,45,37,32,41,37,-24
11,5070,CUMBERLAND,STOW CREEK TWP,136,123,112,118,111,112,-24
19,3180,HUNTERDON,MILFORD BORO,119,122,117,101,96,95,-24
35,5540,SOMERSET,WATCHUNG BORO,705,680,713,693,690,682,-23
37,1930,SUSSEX,HAMBURG BORO,275,272,275,284,270,252,-23
3,1760,BERGEN,GLEN ROCK BORO,2440,2392,2354,2388,2388,2417.5,-22.5
3,4410,BERGEN,RIVER EDGE BORO,1193,1162,1167,1159,1202,1171,-22
9,5340,CAPE MAY,UPPER TWP,1432,1405,1408,1374,1404,1410,-22
1,1410,ATLANTIC,ESTELL MANOR CITY,194,189,187,181,163,173,-21
25,5310,MONMOUTH,UPPER FREEHOLD REGIONAL,2333,2297.5,2327,2332,2328.5,2312,-21
31,3640,PASSAIC,NORTH HALEDON BORO,711,698,727,711,706,690,-21
41,1670,WARREN,FRELINGHUYSEN TWP,178,166,152,155,149,157,-21
17,1850,HUDSON,GUTTENBERG TOWN,1023,931,1004,1022,975,1003,-20
21,2580,MERCER,LAWRENCE TWP,3942,4024,4036,4011,3992.5,3922.5,-19.5
25,180,MONMOUTH,AVON BORO,164,161,164,156,153,146,-18
25,4690,MONMOUTH,SEA GIRT BORO,171,161,171,173,161,153,-18
15,3490,GLOUCESTER,NATIONAL PARK BORO,288,260,256,269,271,271,-17
19,430,HUNTERDON,BLOOMSBURY BORO,137,152,141,134,123,120,-17
21,3103,MERCER,MERCER CO SPECIAL SERVICE,661.5,622,642.5,635.5,653.5,644.5,-17
21,3103,MERCER,MERCER CO SPECIAL SERVICES SCHOOL DISTRICT,661.5,622,642.5,635.5,653.5,644.5,-17
29,3800,OCEAN,OCEAN GATE BORO,157,159,161,136,159,140,-17
37,2615,SUSSEX,LENAPE VALLEY REGIONAL,825,740.5,775,831,821,808,-17
80,6910,CHARTERS,Jersey City Comm. CS,587,572,572,582,579,570,-17
35,4805,SOMERSET,SOMERSET CO ED SERV COMM,143,113,145,175,163,127,-16
15,2750,GLOUCESTER,LOGAN TWP,868,863,844,839,830,853,-15
37,2490,SUSSEX,LAFAYETTE TWP,257,252,253,251,253,242,-15
41,2970,WARREN,MANSFIELD TWP,675,709,691,707,696,660,-15
13,3190,ESSEX,MILLBURN TWP,4917,4853,4931,4904,4869,4903,-14
19,2140,HUNTERDON,HIGH BRIDGE BORO,389,395,362,362,380,375,-14
25,2160,MONMOUTH,HIGHLANDS BORO,206,189,181,174,170,192,-14
13,5370,ESSEX,VERONA BORO,2158,2207,2177,2183,2163,2144.5,-13.5
5,605,BURLINGTON,BURLINGTON CO SPEC SERV,581,498.5,560,586,586,568,-13
80,6010,CHARTERS,Academy Charter High School,191.5,193.5,210.5,204,195.5,178.5,-13
13,760,ESSEX,CEDAR GROVE TWP,1618,1627.5,1625,1663.5,1637,1606,-12
19,1600,HUNTERDON,FRANKLIN TWP,305,297,285,291,300,293,-12
29,230,OCEAN,BEACH HAVEN BORO,75,62,64,73,65,63,-12
39,980,UNION,CRANFORD TWP,3892,3773,3877.5,3846.5,3872,3880.5,-11.5
15,1830,GLOUCESTER,GREENWICH TWP,476,503,510,476,466,465,-11
25,1260,MONMOUTH,EATONTOWN BORO,1061,1051,1070,1062,1050,1050,-11
25,5640,MONMOUTH,WEST LONG BRANCH BORO,591,592,600,595,579,580,-11
37,4650,SUSSEX,SANDYSTON-WALPACK TWP,157,144,149,148,145,146,-11
7,2890,CAMDEN,MAGNOLIA BORO,439,433,419,398,417,429,-10
5,200,BURLINGTON,BASS RIVER TWP,119,132,128,112,115,110,-9
11,1820,CUMBERLAND,GREENWICH TWP,69,78,76,64,53,60,-9
19,2305,HUNTERDON,HUNTERDON CO ED SER COMM,67,75.5,82.5,93.5,84,58,-9
27,2380,MORRIS,JEFFERSON TWP,3158.5,3438.5,3385.5,3298,3199,3149.5,-9
27,3240,MORRIS,MINE HILL TWP,368,417,414,383,369,359,-9
15,1590,GLOUCESTER,FRANKLIN TWP,1395,1363,1369,1388,1389,1387,-8
15,5120,GLOUCESTER,SWEDESBORO-WOOLWICH,1722,1714,1732,1727,1744,1714,-8
